,éûçè,K [ﬂC],MG10^2 [ﬂC],MG10^3 [ﬂC],MG10^4 [ﬂC],No5 [V],No6 [V],No7 [V],No8 [V],No9 [V],No10 [V],No11 [V],No12 [V]
2021/10/20,14:40:15,-9.13,-8.88,-7.75,-9.09,0,0,0,0,0,0,0,0
2021/10/20,14:40:20,-9.26,-8.92,-7.94,-9.15,0,0,0,0,0,0,0,0
2021/10/20,14:40:25,-9.5,-10.27,-7.94,-9.17,0,0,0,0,0,0,0,0
2021/10/20,14:40:30,-9.88,-9.04,-8.16,-9.12,0,0,0,0,0,0,0,0
2021/10/20,14:40:35,-9.94,-9.08,-8.2,-9.12,0,0,0,0,0,0,0,0
2021/10/20,14:40:40,-9.54,-8.46,-8.04,-9.09,0,0,0,0,0,0,0,0
2021/10/20,14:40:45,-9.51,-7.75,-8.05,-9.13,0,0,0,0,0,0,0,0
2021/10/20,14:40:50,-9.15,-8.97,-7.84,-9.2,0,0,0,0,0,0,0,0
2021/10/20,14:40:55,-9.53,-9.89,-8.01,-9.26,0,0,0,0,0,0,0,0
2021/10/20,14:41:00,-9.56,-10.3,-8.01,-9.27,0,0,0,0,0,0,0,0
2021/10/20,14:41:05,-9.7,-9.29,-8.15,-9.2,0,0,0,0,0,0,0,0
2021/10/20,14:41:10,-9.95,-9.19,-8.28,-9.23,0,0,0,0,0,0,0,0
2021/10/20,14:41:15,-9.6,-7.92,-8.13,-9.2,0,0,0,0,0,0,0,0
2021/10/20,14:41:20,-9.24,-9.05,-7.99,-9.27,0,0,0,0,0,0,0,0
2021/10/20,14:41:25,-9.78,-9.21,-8.16,-9.23,0,0,0,0,0,0,0,0
2021/10/20,14:41:30,-9.2,-9.07,-7.95,-9.29,0,0,0,0,0,0,0,0
2021/10/20,14:41:35,-9.92,-9.25,-8.23,-9.27,0,0,0,0,0,0,0,0
2021/10/20,14:41:40,-9.22,-9.09,-7.92,-9.31,0,0,0,0,0,0,0,0
2021/10/20,14:41:45,-10.04,-9.29,-8.33,-9.3,0,0,0,0,0,0,0,0
2021/10/20,14:41:50,-9.7,-8.18,-8.19,-9.27,0,0,0,0,0,0,0,0
2021/10/20,14:41:55,-9.57,-8.77,-8.08,-9.34,0,0,0,0,0,0,0,0
2021/10/20,14:42:00,-9.68,-10.57,-8.13,-9.4,0,0,0,0,0,0,0,0
2021/10/20,14:42:05,-10.08,-9.31,-8.39,-9.34,0,0,0,0,0,0,0,0
2021/10/20,14:42:10,-9.78,-9.28,-8.26,-9.33,0,0,0,0,0,0,0,0
2021/10/20,14:42:15,-9.65,-7.92,-8.28,-9.33,0,0,0,0,0,0,0,0
2021/10/20,14:42:20,-9.34,-9.21,-8.02,-9.4,0,0,0,0,0,0,0,0
2021/10/20,14:42:25,-9.5,-9.29,-8.19,-9.44,0,0,0,0,0,0,0,0
2021/10/20,14:42:30,-9.7,-10.34,-8.2,-9.46,0,0,0,0,0,0,0,0
2021/10/20,14:42:35,-9.81,-10.4,-8.2,-9.43,0,0,0,0,0,0,0,0
2021/10/20,14:42:40,-10.22,-9.38,-8.47,-9.43,0,0,0,0,0,0,0,0
2021/10/20,14:42:45,-9.77,-8.52,-8.3,-9.39,0,0,0,0,0,0,0,0
2021/10/20,14:42:50,-9.74,-8.04,-8.29,-9.43,0,0,0,0,0,0,0,0
2021/10/20,14:42:55,-9.65,-9.11,-8.16,-9.47,0,0,0,0,0,0,0,0
2021/10/20,14:43:00,-9.37,-9.26,-8.15,-9.5,0,0,0,0,0,0,0,0
2021/10/20,14:43:05,-9.84,-10.59,-8.26,-9.56,0,0,0,0,0,0,0,0
2021/10/20,14:43:10,-9.92,-9.57,-8.37,-9.5,0,0,0,0,0,0,0,0
2021/10/20,14:43:15,-10.21,-9.49,-8.54,-9.51,0,0,0,0,0,0,0,0
2021/10/20,14:43:20,-9.81,-8.23,-8.39,-9.5,0,0,0,0,0,0,0,0
2021/10/20,14:43:25,-9.81,-8.06,-8.42,-9.48,0,0,0,0,0,0,0,0
2021/10/20,14:43:30,-9.56,-9.31,-8.18,-9.57,0,0,0,0,0,0,0,0
2021/10/20,14:43:35,-9.57,-9.35,-8.3,-9.6,0,0,0,0,0,0,0,0
2021/10/20,14:43:40,-9.87,-10.41,-8.36,-9.6,0,0,0,0,0,0,0,0
2021/10/20,14:43:45,-9.99,-9.55,-8.49,-9.6,0,0,0,0,0,0,0,0
2021/10/20,14:43:50,-10.26,-9.55,-8.6,-9.6,0,0,0,0,0,0,0,0
2021/10/20,14:43:55,-9.87,-8.28,-8.46,-9.57,0,0,0,0,0,0,0,0
2021/10/20,14:44:00,-9.81,-8.92,-8.35,-9.63,0,0,0,0,0,0,0,0
2021/10/20,14:44:05,-9.46,-9.39,-8.22,-9.65,0,0,0,0,0,0,0,0
2021/10/20,14:44:10,-9.56,-9.42,-8.35,-9.68,0,0,0,0,0,0,0,0
2021/10/20,14:44:15,-9.88,-10.81,-8.39,-9.72,0,0,0,0,0,0,0,0
2021/10/20,14:44:20,-10.15,-9.6,-8.59,-9.67,0,0,0,0,0,0,0,0
2021/10/20,14:44:25,-10.25,-9.62,-8.6,-9.7,0,0,0,0,0,0,0,0
2021/10/20,14:44:30,-9.98,-8.22,-8.53,-9.65,0,0,0,0,0,0,0,0
2021/10/20,14:44:35,-9.91,-8.25,-8.53,-9.67,0,0,0,0,0,0,0,0
2021/10/20,14:44:40,-9.57,-9.49,-8.3,-9.72,0,0,0,0,0,0,0,0
2021/10/20,14:44:45,-9.71,-9.55,-8.47,-9.77,0,0,0,0,0,0,0,0
2021/10/20,14:44:50,-9.94,-10.82,-8.47,-9.8,0,0,0,0,0,0,0,0
2021/10/20,14:44:55,-10.33,-9.65,-8.71,-9.75,0,0,0,0,0,0,0,0
2021/10/20,14:45:00,-10.35,-9.66,-8.73,-9.75,0,0,0,0,0,0,0,0
2021/10/20,14:45:05,-10.02,-9.31,-8.57,-9.71,0,0,0,0,0,0,0,0
2021/10/20,14:45:10,-9.95,-8.32,-8.6,-9.75,0,0,0,0,0,0,0,0
2021/10/20,14:45:15,-9.63,-9.53,-8.36,-9.81,0,0,0,0,0,0,0,0
2021/10/20,14:45:20,-9.91,-9.86,-8.53,-9.85,0,0,0,0,0,0,0,0
2021/10/20,14:45:25,-9.98,-10.84,-8.53,-9.87,0,0,0,0,0,0,0,0
2021/10/20,14:45:30,-10.12,-10.19,-8.48,-9.71,0,0,0,0,0,0,0,0
2021/10/20,14:45:35,-10.46,-9.63,-8.71,-9.71,0,0,0,0,0,0,0,0
2021/10/20,14:45:40,-10.04,-8.51,-8.54,-9.69,0,0,0,0,0,0,0,0
2021/10/20,14:45:45,-10.01,-8.43,-8.48,-9.73,0,0,0,0,0,0,0,0
2021/10/20,14:45:50,-9.89,-9.37,-8.38,-9.76,0,0,0,0,0,0,0,0
2021/10/20,14:45:55,-9.65,-9.48,-8.38,-9.78,0,0,0,0,0,0,0,0
2021/10/20,14:46:00,-10.09,-10.87,-8.5,-9.82,0,0,0,0,0,0,0,0
2021/10/20,14:46:05,-10.22,-9.75,-8.62,-9.79,0,0,0,0,0,0,0,0
2021/10/20,14:46:10,-10.48,-9.68,-8.75,-9.8,0,0,0,0,0,0,0,0
2021/10/20,14:46:15,-10.38,-9.68,-8.64,-9.76,0,0,0,0,0,0,0,0
2021/10/20,14:46:20,-10.09,-8.28,-8.62,-9.72,0,0,0,0,0,0,0,0
2021/10/20,14:46:25,-9.88,-9.53,-8.41,-9.82,0,0,0,0,0,0,0,0
2021/10/20,14:46:30,-9.77,-9.56,-8.5,-9.85,0,0,0,0,0,0,0,0
2021/10/20,14:46:35,-10.15,-10.92,-8.52,-9.89,0,0,0,0,0,0,0,0
2021/10/20,14:46:40,-10.35,-9.74,-8.72,-9.83,0,0,0,0,0,0,0,0
2021/10/20,14:46:45,-10.5,-9.72,-8.81,-9.83,0,0,0,0,0,0,0,0
2021/10/20,14:46:50,-10.33,-9.72,-8.67,-9.82,0,0,0,0,0,0,0,0
2021/10/20,14:46:55,-10.14,-8.37,-8.67,-9.8,0,0,0,0,0,0,0,0
2021/10/20,14:47:00,-9.84,-9.6,-8.43,-9.89,0,0,0,0,0,0,0,0
2021/10/20,14:47:05,-9.88,-9.64,-8.59,-9.9,0,0,0,0,0,0,0,0
2021/10/20,14:47:10,-10.05,-10.45,-8.61,-9.93,0,0,0,0,0,0,0,0
2021/10/20,14:47:15,-10.29,-9.82,-8.75,-9.89,0,0,0,0,0,0,0,0
2021/10/20,14:47:20,-10.49,-9.8,-8.75,-9.89,0,0,0,0,0,0,0,0
2021/10/20,14:47:25,-10.19,-8.44,-8.72,-9.85,0,0,0,0,0,0,0,0
2021/10/20,14:47:30,-10.22,-8.43,-8.74,-9.88,0,0,0,0,0,0,0,0
2021/10/20,14:47:35,-9.87,-9.67,-8.5,-9.95,0,0,0,0,0,0,0,0
2021/10/20,14:47:40,-10.04,-9.75,-8.65,-10,0,0,0,0,0,0,0,0
2021/10/20,14:47:45,-10.23,-11.09,-8.62,-10,0,0,0,0,0,0,0,0
2021/10/20,14:47:50,-10.6,-9.84,-8.89,-9.95,0,0,0,0,0,0,0,0
2021/10/20,14:47:55,-10.63,-9.85,-8.93,-9.95,0,0,0,0,0,0,0,0
2021/10/20,14:48:00,-10.26,-9.53,-8.78,-9.93,0,0,0,0,0,0,0,0
2021/10/20,14:48:05,-10.23,-8.51,-8.79,-9.96,0,0,0,0,0,0,0,0
2021/10/20,14:48:10,-9.92,-9.74,-8.54,-10,0,0,0,0,0,0,0,0
2021/10/20,14:48:15,-10.09,-9.99,-8.72,-10.06,0,0,0,0,0,0,0,0
2021/10/20,14:48:20,-10.23,-11.03,-8.74,-10.09,0,0,0,0,0,0,0,0
2021/10/20,14:48:25,-10.29,-10.73,-8.76,-10.03,0,0,0,0,0,0,0,0
2021/10/20,14:48:30,-10.67,-9.91,-9,-10.03,0,0,0,0,0,0,0,0
2021/10/20,14:48:35,-10.38,-9.07,-8.82,-10,0,0,0,0,0,0,0,0
2021/10/20,14:48:40,-10.33,-8.54,-8.85,-10.03,0,0,0,0,0,0,0,0
2021/10/20,14:48:45,-10.28,-9.54,-8.74,-10.09,0,0,0,0,0,0,0,0
2021/10/20,14:48:50,-9.95,-9.8,-8.65,-10.09,0,0,0,0,0,0,0,0
2021/10/20,14:48:55,-10.36,-11.07,-8.81,-10.17,0,0,0,0,0,0,0,0
2021/10/20,14:49:00,-10.4,-10.55,-8.83,-10.1,0,0,0,0,0,0,0,0
2021/10/20,14:49:05,-10.77,-9.99,-8.99,-10.1,0,0,0,0,0,0,0,0
2021/10/20,14:49:10,-10.42,-9,1.79,-10.09,0,0,0,0,0,0,0,0
2021/10/20,14:49:15,-10.43,-8.67,1.78,-10.09,0,0,0,0,0,0,0,0
2021/10/20,14:49:20,-10.39,-9.58,1.97,-10.14,0,0,0,0,0,0,0,0
2021/10/20,14:49:25,-10.14,-9.85,2.02,-10.16,0,0,0,0,0,0,0,0
2021/10/20,14:49:30,-10.43,-11.2,1.86,-10.23,0,0,0,0,0,0,0,0
2021/10/20,14:49:35,-10.52,-10.39,1.78,-10.19,0,0,0,0,0,0,0,0
2021/10/20,14:49:40,-10.77,-10.02,1.66,-10.19,0,0,0,0,0,0,0,0
2021/10/20,14:49:45,-10.83,-10.05,1.68,-10.19,0,0,0,0,0,0,0,0
2021/10/20,14:49:50,-10.49,-8.65,1.79,-10.13,0,0,0,0,0,0,0,0
2021/10/20,14:49:55,-10.35,-9.72,1.99,-10.22,0,0,0,0,0,0,0,0
2021/10/20,14:50:00,-10.11,-9.87,1.99,-10.23,0,0,0,0,0,0,0,0
2021/10/20,14:50:05,-10.21,-9.89,1.88,-10.26,0,0,0,0,0,0,0,0
2021/10/20,14:50:10,-10.53,-11.31,1.89,-10.27,0,0,0,0,0,0,0,0
2021/10/20,14:50:15,-10.83,-10.05,1.66,-10.22,0,0,0,0,0,0,0,0
2021/10/20,14:50:20,-10.83,-10.06,1.7,-10.23,0,0,0,0,0,0,0,0
2021/10/20,14:50:25,-10.49,-8.67,1.77,-10.19,0,0,0,0,0,0,0,0
2021/10/20,14:50:30,-10.5,-8.64,1.77,-10.19,0,0,0,0,0,0,0,0
2021/10/20,14:50:35,-10.23,-9.92,2.02,-10.26,0,0,0,0,0,0,0,0
2021/10/20,14:50:40,-10.55,-11.23,1.85,-10.3,0,0,0,0,0,0,0,0
2021/10/20,14:50:45,-11,-10.08,1.57,-10.27,0,0,0,0,0,0,0,0
2021/10/20,14:50:50,-10.59,-9.26,1.78,-10.23,0,0,0,0,0,0,0,0
2021/10/20,14:50:55,-10.53,-8.69,1.79,-10.24,0,0,0,0,0,0,0,0
2021/10/20,14:51:00,-10.19,-9.95,2.03,-10.27,0,0,0,0,0,0,0,0
2021/10/20,14:51:05,-10.37,-10.32,1.82,-10.34,0,0,0,0,0,0,0,0
2021/10/20,14:51:10,-10.43,-11.24,1.84,-10.36,0,0,0,0,0,0,0,0
2021/10/20,14:51:15,-10.48,-10.86,1.81,-10.3,0,0,0,0,0,0,0,0
2021/10/20,14:51:20,-10.88,-10.11,1.57,-10.29,0,0,0,0,0,0,0,0
2021/10/20,14:51:25,-10.48,-9.4,1.77,-10.26,0,0,0,0,0,0,0,0
2021/10/20,14:51:30,-10.44,-8.68,1.77,-10.29,0,0,0,0,0,0,0,0
2021/10/20,14:51:35,-10.43,-9.47,1.89,-10.31,0,0,0,0,0,0,0,0
2021/10/20,14:51:40,-10.07,-9.95,1.99,-10.34,0,0,0,0,0,0,0,0
2021/10/20,14:51:45,-10.46,-11.18,1.84,-10.37,0,0,0,0,0,0,0,0
2021/10/20,14:51:50,-10.53,-10.9,1.91,-10.22,0,0,0,0,0,0,0,0
2021/10/20,14:51:55,-10.87,-10.02,1.66,-10.22,0,0,0,0,0,0,0,0
2021/10/20,14:52:00,-10.97,-10.03,1.7,-10.24,0,0,0,0,0,0,0,0
2021/10/20,14:52:05,-10.53,-8.72,1.84,-10.17,0,0,0,0,0,0,0,0
2021/10/20,14:52:10,-10.5,-9.39,1.99,-10.24,0,0,0,0,0,0,0,0
2021/10/20,14:52:15,-10.13,-9.89,2.1,-10.25,0,0,0,0,0,0,0,0
2021/10/20,14:52:20,-10.53,-11.17,1.92,-10.32,0,0,0,0,0,0,0,0
2021/10/20,14:52:25,-10.56,-11.28,1.92,-10.31,0,0,0,0,0,0,0,0
2021/10/20,14:52:30,-10.71,-10.12,1.77,-10.25,0,0,0,0,0,0,0,0
2021/10/20,14:52:35,-10.98,-10.09,1.7,-10.25,0,0,0,0,0,0,0,0
2021/10/20,14:52:40,-10.57,-8.81,1.84,-10.2,0,0,0,0,0,0,0,0
2021/10/20,14:52:45,-10.56,-9.37,1.94,-10.27,0,0,0,0,0,0,0,0
2021/10/20,14:52:50,-10.36,-9.89,2.06,-10.28,0,0,0,0,0,0,0,0
2021/10/20,14:52:55,-10.22,-9.93,1.99,-10.29,0,0,0,0,0,0,0,0
2021/10/20,14:53:00,-10.61,-11.26,1.94,-10.34,0,0,0,0,0,0,0,0
2021/10/20,14:53:05,-10.77,-10.22,1.77,-10.28,0,0,0,0,0,0,0,0
2021/10/20,14:53:10,-11.02,-10.13,1.68,-10.31,0,0,0,0,0,0,0,0
2021/10/20,14:53:15,-10.91,-10.13,1.77,-10.29,0,0,0,0,0,0,0,0
2021/10/20,14:53:20,-10.64,-8.72,1.84,-10.24,0,0,0,0,0,0,0,0
2021/10/20,14:53:25,-10.53,-9.9,2.05,-10.31,0,0,0,0,0,0,0,0
2021/10/20,14:53:30,-10.26,-9.97,1.99,-10.32,0,0,0,0,0,0,0,0
2021/10/20,14:53:35,-10.65,-11.35,1.92,-10.37,0,0,0,0,0,0,0,0
2021/10/20,14:53:40,-10.65,-11.39,1.92,-10.37,0,0,0,0,0,0,0,0
2021/10/20,14:53:45,-10.81,-10.14,1.72,-10.31,0,0,0,0,0,0,0,0
2021/10/20,14:53:50,-10.9,-10.17,1.73,-10.31,0,0,0,0,0,0,0,0
2021/10/20,14:53:55,-10.58,-8.83,1.81,-10.27,0,0,0,0,0,0,0,0
2021/10/20,14:54:00,-10.18,-10,2.09,-10.35,0,0,0,0,0,0,0,0
2021/10/20,14:54:05,-10.98,-10.16,1.7,-10.34,0,0,0,0,0,0,0,0
2021/10/20,14:54:10,-10.59,-8.86,1.88,-10.32,0,0,0,0,0,0,0,0
2021/10/20,14:54:15,-10.72,-10.36,1.77,-10.34,0,0,0,0,0,0,0,0
2021/10/20,14:54:20,-10.59,-8.8,1.8,-10.28,0,0,0,0,0,0,0,0
2021/10/20,14:54:25,-10.56,-11.26,1.9,-10.41,0,0,0,0,0,0,0,0
2021/10/20,14:54:30,-10.65,-11.32,1.91,-10.37,0,0,0,0,0,0,0,0
2021/10/20,14:54:35,-11.02,-10.22,1.65,-10.34,0,0,0,0,0,0,0,0
2021/10/20,14:54:40,-11.06,-10.24,1.63,-10.35,0,0,0,0,0,0,0,0
2021/10/20,14:54:45,-10.65,-9.08,1.81,-10.31,0,0,0,0,0,0,0,0
2021/10/20,14:54:50,-10.61,-8.96,1.87,-10.37,0,0,0,0,0,0,0,0
2021/10/20,14:54:55,-10.22,-10.09,2.08,-10.38,0,0,0,0,0,0,0,0
2021/10/20,14:55:00,-10.59,-10.73,1.88,-10.44,0,0,0,0,0,0,0,0
2021/10/20,14:55:05,-10.66,-11.41,1.9,-10.44,0,0,0,0,0,0,0,0
2021/10/20,14:55:10,-10.68,-10.77,1.84,-10.39,0,0,0,0,0,0,0,0
2021/10/20,14:55:15,-11.06,-10.27,1.62,-10.38,0,0,0,0,0,0,0,0
2021/10/20,14:55:20,-10.69,-9.38,1.81,-10.35,0,0,0,0,0,0,0,0
2021/10/20,14:55:25,-10.62,-8.9,1.8,-10.37,0,0,0,0,0,0,0,0
2021/10/20,14:55:30,-10.64,-9.69,1.92,-10.39,0,0,0,0,0,0,0,0
2021/10/20,14:55:35,-10.25,-10.12,2.06,-10.42,0,0,0,0,0,0,0,0
2021/10/20,14:55:40,-10.68,-11.34,1.9,-10.48,0,0,0,0,0,0,0,0
2021/10/20,14:55:45,-10.73,-11.38,1.88,-10.42,0,0,0,0,0,0,0,0
2021/10/20,14:55:50,-11.1,-10.3,1.61,-10.41,0,0,0,0,0,0,0,0
2021/10/20,14:55:55,-11.12,-10.31,1.62,-10.41,0,0,0,0,0,0,0,0
2021/10/20,14:56:00,-10.73,-9.15,1.8,-10.38,0,0,0,0,0,0,0,0
2021/10/20,14:56:05,-10.66,-9.03,1.88,-10.42,0,0,0,0,0,0,0,0
2021/10/20,14:56:10,-10.28,-10.16,2.09,-10.45,0,0,0,0,0,0,0,0
2021/10/20,14:56:15,-10.64,-11.08,1.88,-10.49,0,0,0,0,0,0,0,0
2021/10/20,14:56:20,-11.02,-10.3,1.65,-10.44,0,0,0,0,0,0,0,0
2021/10/20,14:56:25,-10.37,-10.2,2.05,-10.46,0,0,0,0,0,0,0,0
2021/10/20,14:56:30,-10.73,-11.62,1.92,-10.51,0,0,0,0,0,0,0,0
2021/10/20,14:56:35,-10.76,-8.97,1.79,-10.38,0,0,0,0,0,0,0,0
2021/10/20,14:56:40,-10.37,-10.2,2.08,-10.46,0,0,0,0,0,0,0,0
2021/10/20,14:56:45,-10.47,-10.22,1.9,-10.51,0,0,0,0,0,0,0,0
2021/10/20,14:56:50,-10.76,-11.53,1.92,-10.54,0,0,0,0,0,0,0,0
2021/10/20,14:56:55,-10.89,-10.46,1.76,-10.45,0,0,0,0,0,0,0,0
2021/10/20,14:57:00,-11.17,-10.39,1.62,-10.48,0,0,0,0,0,0,0,0
2021/10/20,14:57:05,-10.81,-9.25,1.83,-10.42,0,0,0,0,0,0,0,0
2021/10/20,14:57:10,-10.82,-8.97,1.81,-10.42,0,0,0,0,0,0,0,0
2021/10/20,14:57:15,-10.69,-10.06,1.95,-10.49,0,0,0,0,0,0,0,0
2021/10/20,14:57:20,-10.38,-10.23,1.98,-10.51,0,0,0,0,0,0,0,0
2021/10/20,14:57:25,-10.73,-11.58,1.81,-10.56,0,0,0,0,0,0,0,0
2021/10/20,14:57:30,-10.86,-11.07,1.7,-10.51,0,0,0,0,0,0,0,0
2021/10/20,14:57:35,-11,-10.44,1.43,-10.51,0,0,0,0,0,0,0,0
2021/10/20,14:57:40,-11.23,-10.44,1.19,-10.52,0,0,0,0,0,0,0,0
2021/10/20,14:57:45,-10.82,-9.11,1.09,-10.48,0,0,0,0,0,0,0,0
2021/10/20,14:57:50,-10.79,-9.54,0.89,-10.55,0,0,0,0,0,0,0,0
2021/10/20,14:57:55,-10.44,-10.29,0.62,-10.56,0,0,0,0,0,0,0,0
2021/10/20,14:58:00,-10.51,-10.29,0.11,-10.58,0,0,0,0,0,0,0,0
2021/10/20,14:58:05,-10.85,-11.66,-0.5,-10.61,0,0,0,0,0,0,0,0
2021/10/20,14:58:10,-10.95,-10.7,-1.51,-10.58,0,0,0,0,0,0,0,0
2021/10/20,14:58:15,-11.26,-10.47,-2.73,-10.58,0,0,0,0,0,0,0,0
2021/10/20,14:58:20,-10.85,-9.37,-3.26,-10.54,0,0,0,0,0,0,0,0
2021/10/20,14:58:25,-10.92,-9.08,-3.8,0.97,0,0,0,0,0,0,0,0
2021/10/20,14:58:30,-10.83,-10.12,-4.07,0.92,0,0,0,0,0,0,0,0
2021/10/20,14:58:35,-10.48,-10.33,-4.36,0.91,0,0,0,0,0,0,0,0
2021/10/20,14:58:40,-10.86,-11.49,-4.81,0.86,0,0,0,0,0,0,0,0
2021/10/20,14:58:45,-10.9,-11.63,-5.05,0.92,0,0,0,0,0,0,0,0
2021/10/20,14:58:50,-10.89,-11.21,-5.31,0.92,0,0,0,0,0,0,0,0
2021/10/20,14:58:55,-11.26,-10.41,-5.75,0.93,0,0,0,0,0,0,0,0
2021/10/20,14:59:00,-10.9,-9.72,-5.73,0.97,0,0,0,0,0,0,0,0
2021/10/20,14:59:05,-10.83,-8.94,-5.9,0.96,0,0,0,0,0,0,0,0
2021/10/20,14:59:10,-10.39,-10.2,-5.79,0.92,0,0,0,0,0,0,0,0
2021/10/20,14:59:15,-10.42,-10.14,-5.9,0.92,0,0,0,0,0,0,0,0
2021/10/20,14:59:20,-10.82,-11.11,-6.22,0.86,0,0,0,0,0,0,0,0
2021/10/20,14:59:25,-10.89,-11.48,-6.3,0.89,0,0,0,0,0,0,0,0
2021/10/20,14:59:30,-11.29,-10.24,-6.67,0.93,0,0,0,0,0,0,0,0
2021/10/20,14:59:35,-11,-10.2,-6.63,0.96,0,0,0,0,0,0,0,0
2021/10/20,14:59:40,-10.92,-9.31,-6.73,0.99,0,0,0,0,0,0,0,0
2021/10/20,14:59:45,-10.86,-8.83,-6.83,0.95,0,0,0,0,0,0,0,0
2021/10/20,14:59:50,-10.47,-10.06,-6.66,0.91,0,0,0,0,0,0,0,0
2021/10/20,14:59:55,-10.9,-11.31,-6.94,0.86,0,0,0,0,0,0,0,0
2021/10/20,15:00:00,-10.93,-10.84,-7.05,0.92,0,0,0,0,0,0,0,0
2021/10/20,15:00:05,-11.32,-10.19,-7.34,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:00:10,-10.93,-8.93,-7.24,0.96,0,0,0,0,0,0,0,0
2021/10/20,15:00:15,-10.89,-9.13,-7.22,0.92,0,0,0,0,0,0,0,0
2021/10/20,15:00:20,-10.51,-10.02,-7.14,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:00:25,-10.55,-10.02,-7.29,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:00:30,-10.89,-11.32,-7.46,0.86,0,0,0,0,0,0,0,0
2021/10/20,15:00:35,-10.98,-10.68,-7.59,0.92,0,0,0,0,0,0,0,0
2021/10/20,15:00:40,-11.33,-10.19,-7.9,0.93,0,0,0,0,0,0,0,0
2021/10/20,15:00:45,-10.93,-9.37,-7.79,0.96,0,0,0,0,0,0,0,0
2021/10/20,15:00:50,-10.9,-8.86,-7.87,0.96,0,0,0,0,0,0,0,0
2021/10/20,15:00:55,-10.9,-9.24,-7.83,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:01:00,-10.52,-10.02,-7.74,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:01:05,-10.88,-11.18,-8.07,0.86,0,0,0,0,0,0,0,0
2021/10/20,15:01:10,-11,-11.35,-8.14,0.89,0,0,0,0,0,0,0,0
2021/10/20,15:01:15,-11.03,-10.47,-8.32,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:01:20,-11.37,-10.2,-8.59,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:01:25,-11,-9.31,-8.48,0.96,0,0,0,0,0,0,0,0
2021/10/20,15:01:30,-10.96,-8.67,-8.46,1.04,0,0,0,0,0,0,0,0
2021/10/20,15:01:35,-10.62,-9.97,-8.27,0.98,0,0,0,0,0,0,0,0
2021/10/20,15:01:40,-10.58,-9.97,-8.34,0.98,0,0,0,0,0,0,0,0
2021/10/20,15:01:45,-10.96,-10.98,-8.6,0.95,0,0,0,0,0,0,0,0
2021/10/20,15:01:50,-11.02,-11.36,-8.61,0.98,0,0,0,0,0,0,0,0
2021/10/20,15:01:55,-11.44,-10.15,-8.96,0.99,0,0,0,0,0,0,0,0
2021/10/20,15:02:00,-11.19,-10.1,-8.84,1.02,0,0,0,0,0,0,0,0
2021/10/20,15:02:05,-11.08,-9.37,-8.87,1.05,0,0,0,0,0,0,0,0
2021/10/20,15:02:10,-11.02,-8.81,-8.91,1.04,0,0,0,0,0,0,0,0
2021/10/20,15:02:15,-10.64,-10.03,-8.67,0.99,0,0,0,0,0,0,0,0
2021/10/20,15:02:20,-10.82,-10.12,-8.89,0.97,0,0,0,0,0,0,0,0
2021/10/20,15:02:25,-11.02,-11.4,-8.89,0.94,0,0,0,0,0,0,0,0
2021/10/20,15:02:30,-11.39,-10.17,-9.18,0.99,0,0,0,0,0,0,0,0
2021/10/20,15:02:35,-11.46,-10.17,-9.22,0.99,0,0,0,0,0,0,0,0
2021/10/20,15:02:40,-11.23,-10.17,-9.08,1.02,0,0,0,0,0,0,0,0
2021/10/20,15:02:45,-11.06,-8.8,-9.11,1.06,0,0,0,0,0,0,0,0
2021/10/20,15:02:50,-10.81,-10.03,-8.88,0.98,0,0,0,0,0,0,0,0
2021/10/20,15:02:55,-10.76,-10.07,-8.99,0.98,0,0,0,0,0,0,0,0
2021/10/20,15:03:00,-10.9,-10.14,-9.05,0.94,0,0,0,0,0,0,0,0
2021/10/20,15:03:05,-11.13,-11.49,-9.05,0.94,0,0,0,0,0,0,0,0
2021/10/20,15:03:10,-11.31,-10.24,-9.33,0.98,0,0,0,0,0,0,0,0
2021/10/20,15:03:15,-11.33,-10.27,-9.3,0.98,0,0,0,0,0,0,0,0
2021/10/20,15:03:20,-10.98,-8.85,-9.22,1.02,0,0,0,0,0,0,0,0
2021/10/20,15:03:25,-10.91,-9.91,-9.05,0.97,0,0,0,0,0,0,0,0
2021/10/20,15:03:30,-11,-11.19,-9.19,0.91,0,0,0,0,0,0,0,0
2021/10/20,15:03:35,-11.07,-11.42,-9.19,0.97,0,0,0,0,0,0,0,0
2021/10/20,15:03:40,-11.13,-10.55,-9.3,0.97,0,0,0,0,0,0,0,0
2021/10/20,15:03:45,-11.45,-10.32,-9.49,0.97,0,0,0,0,0,0,0,0
2021/10/20,15:03:50,-11.06,-9.3,-9.29,1.02,0,0,0,0,0,0,0,0
2021/10/20,15:03:55,-11.03,-8.89,-9.32,0.99,0,0,0,0,0,0,0,0
2021/10/20,15:04:00,-10.72,-10.18,-9.08,0.95,0,0,0,0,0,0,0,0
2021/10/20,15:04:05,-10.66,-10.17,-9.08,0.95,0,0,0,0,0,0,0,0
